Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,single or never married,55 thru 64,grad study,clerical/service worker,less than one year,yes,two,six,rent,condominium,asian,spanish,<=25K
female,married,65 and over,college graduate,homemaker,more than ten years,no,two,none,own,house,white,english,>25K
female,married,25 thru 34,1 to 3 years of college,sales worker,one to three years,no,three,one,rent,condominium,white,spanish,>25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,asian,english,>25K
female,divorced or separated,55 thru 64,graduated high school,homemaker,one to three years,yes,nine or more,none,rent,house,white,other,>25K
male,married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,eight,two,rent,apartment,hispanic,english,<=25K
female,married,45 thru 54,graduated high school,clerical/service worker,seven to ten years,no,nine or more,none,rent,apartment,white,english,<=25K
male,married,65 and over,1 to 3 years of college,retired,more than ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,55 thru 64,graduated high school,sales worker,more than ten years,yes,three,none,own,condominium,american indian,spanish,<=25K
male,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,four,two,rent,apartment,white,english,<=25K
female,married,14 thru 17,grad study,sales worker,seven to ten years,not married,seven,six,rent,mobile home,american indian,english,<=25K
male,married,35 thru 44,grad study,professional/managerial,seven to ten years,not married,two,two,rent,house,hispanic,english,<=25K
male,married,18 thru 24,college graduate,student or hs or college,less than one year,not married,four,none,own,condominium,asian,spanish,<=25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,one,none,own,house,hispanic,spanish,>25K
female,single or never married,55 thru 64,1 to 3 years of college,retired,more than ten years,not married,six,two,rent,mobile home,pacific islander,other,<=25K
male,living together or not married,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,retired,more than ten years,not married,two,two,rent,condominium,pacific islander,english,<=25K
male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english,>25K
female,married,65 and over,1 to 3 years of college,retired,seven to ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,military,more than ten years,not married,three,none,live with parents/family,house,asian,english,<=25K
female,single or never married,18 thru 24,college graduate,factory worker/laborer/driver,seven to ten years,no,one,none,rent,other,white,english,<=25K
female,living together or not married,14 thru 17,grade 8 or less,unemployed,seven to ten years,no,three,one,own,mobile home,asian,other,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,four,two,own,house,white,english,>25K
male,widowed,18 thru 24,grade 8 or less,clerical/service worker,four to six years,not married,two,none,rent,condominium,asian,other,>25K
male,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
male,living together or not married,25 thru 34,grad study,unemployed,more than ten years,yes,two,none,rent,condominium,american indian,english,<=25K
male,widowed,14 thru 17,graduated high school,homemaker,more than ten years,yes,nine or more,nine or more,own,mobile home,white,other,<=25K
male,living together or not married,65 and over,1 to 3 years of college,sales worker,more than ten years,not married,two,none,own,apartment,white,spanish,<=25K
female,living together or not married,18 thru 24,college graduate,professional/managerial,less than one year,not married,five,three,live with parents/family,apartment,pacific islander,english,<=25K
male,widowed,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,three,own,apartment,white,spanish,<=25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,asian,english,>25K
female,single or never married,65 and over,grades 9 to 11,homemaker,four to six years,yes,eight,nine or more,live with parents/family,house,black,english,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,hispanic,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,single or never married,55 thru 64,graduated high school,clerical/service worker,four to six years,yes,four,six,live with parents/family,mobile home,american indian,spanish,>25K
female,married,55 thru 64,graduated high school,homemaker,one to three years,yes,two,none,own,mobile home,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,married,35 thru 44,grad study,unemployed,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,four,none,live with parents/family,house,white,english,>25K
female,married,55 thru 64,graduated high school,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,25 thru 34,grad study,student or hs or college,less than one year,not married,two,none,rent,apartment,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,no,three,none,own,house,white,english,>25K
female,married,55 thru 64,college graduate,homemaker,more than ten years,no,three,none,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,seven to ten years,not married,one,none,own,house,white,english,>25K
male,married,25 thru 34,grad study,sales worker,one to three years,yes,eight,one,live with parents/family,condominium,asian,english,<=25K
female,widowed,18 thru 24,graduated high school,student or hs or college,four to six years,yes,one,none,live with parents/family,house,american indian,spanish,<=25K
female,married,55 thru 64,grades 9 to 11,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,three,one,rent,apartment,white,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,seven to ten years,yes,four,one,live with parents/family,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,student or hs or college,one to three years,yes,nine or more,none,rent,apartment,pacific islander,english,<=25K
male,married,25 thru 34,graduated high school,homemaker,less than one year,no,six,six,own,apartment,black,english,<=25K
male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english,>25K
female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,one,two,rent,other,american indian,english,<=25K
female,married,25 thru 34,graduated high school,professional/managerial,one to three years,no,six,five,rent,house,asian,other,<=25K
