Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
male,married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,four,two,rent,apartment,white,english,<=25K
female,married,14 thru 17,grad study,student or hs or college,more than ten years,not married,three,four,rent,house,white,english,<=25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,not married,six,two,rent,house,white,english,<=25K
male,married,18 thru 24,college graduate,student or hs or college,one to three years,not married,four,none,own,condominium,white,english,<=25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,one to three years,not married,four,none,own,house,white,english,>25K
female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,four,two,rent,apartment,white,english,<=25K
male,single or never married,35 thru 44,grad study,professional/managerial,one to three years,not married,one,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,six,two,rent,condominium,white,english,<=25K
male,married,25 thru 34,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,six,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,unemployed,seven to ten years,not married,one,none,live with parents/family,house,other,english,<=25K
female,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,three,none,rent,other,white,english,<=25K
female,single or never married,14 thru 17,grade 8 or less,unemployed,more than ten years,not married,one,one,own,apartment,white,english,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,one to three years,not married,four,two,own,house,white,english,>25K
male,divorced or separated,18 thru 24,grade 8 or less,clerical/service worker,more than ten years,not married,one,none,rent,condominium,white,english,>25K
male,married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,not married,one,none,own,house,white,english,>25K
male,married,25 thru 34,grad study,unemployed,one to three years,not married,one,none,rent,condominium,white,english,<=25K
male,divorced or separated,14 thru 17,grad study,homemaker,seven to ten years,not married,three,none,own,apartment,white,english,<=25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,own,apartment,white,english,<=25K
female,married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,five,none,live with parents/family,apartment,black,english,<=25K
male,divorced or separated,35 thru 44,college graduate,professional/managerial,seven to ten years,not married,one,none,own,apartment,white,english,<=25K
female,married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,not married,one,none,own,house,white,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,homemaker,seven to ten years,not married,two,one,live with parents/family,house,black,english,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,one to three years,not married,five,none,rent,apartment,white,english,>25K
female,single or never married,18 thru 24,grad study,clerical/service worker,more than ten years,not married,four,four,live with parents/family,apartment,white,english,>25K
female,married,18 thru 24,grad study,homemaker,more than ten years,not married,one,none,own,apartment,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,one to three years,not married,four,two,own,house,white,english,>25K
female,married,35 thru 44,grad study,unemployed,one to three years,not married,one,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,four,none,live with parents/family,house,white,english,>25K
female,married,18 thru 24,grad study,retired,one to three years,not married,one,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,one to three years,not married,four,two,own,house,white,english,>25K
male,married,25 thru 34,grad study,student or hs or college,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,not married,one,none,own,house,white,english,>25K
female,married,18 thru 24,college graduate,homemaker,more than ten years,not married,one,none,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,five,none,own,house,white,english,>25K
male,married,25 thru 34,grad study,sales worker,more than ten years,not married,two,one,live with parents/family,condominium,white,english,<=25K
female,divorced or separated,18 thru 24,1 to 3 years of college,student or hs or college,seven to ten years,not married,four,none,live with parents/family,house,white,english,<=25K
female,married,18 thru 24,grades 9 to 11,clerical/service worker,one to three years,not married,one,none,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,one to three years,not married,one,one,rent,apartment,white,english,>25K
female,married,35 thru 44,grad study,professional/managerial,one to three years,not married,four,one,live with parents/family,house,white,english,>25K
male,single or never married,25 thru 34,college graduate,student or hs or college,more than ten years,not married,two,none,rent,apartment,black,english,<=25K
male,married,25 thru 34,grad study,homemaker,more than ten years,not married,four,four,own,apartment,black,english,<=25K
male,married,35 thru 44,1 to 3 years of college,homemaker,one to three years,not married,one,none,own,house,white,english,>25K
female,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,three,two,rent,house,white,english,<=25K
female,married,25 thru 34,grad study,professional/managerial,more than ten years,not married,four,none,rent,house,white,english,<=25K
