Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person_under_18,Householder,Hometype,Ethnic,Language,Income
female,married,25 thru 34,1 to 3 years of college,sales worker,one to three years,no,three,one,rent,condominium,white,spanish,>25K
female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,asian,english,>25K
female,widowed,55 thru 64,graduated high school,homemaker,more than ten years,not married,one,none,own,other,white,english,>25K
male,single or never married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,one,none,rent,apartment,hispanic,english,<=25K
male,single or never married,18 thru 24,graduated high school,clerical/service worker,less than one year,not married,two,none,rent,house,white,english,<=25K
male,married,65 and over,1 to 3 years of college,retired,more than ten years,yes,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,live with parents/family,condominium,white,english,<=25K
male,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,four,two,rent,apartment,white,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,seven to ten years,not married,four,two,live with parents/family,house,white,english,<=25K
female,living together or not married,35 thru 44,1 to 3 years of college,professional/managerial,seven to ten years,no,one,none,rent,house,hispanic,english,<=25K
female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,three,live with parents/family,house,black,english,<=25K
male,divorced or separated,35 thru 44,grad study,professional/managerial,more than ten years,not married,one,none,own,house,hispanic,spanish,>25K
female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,six,five,own,house,hispanic,english,<=25K
male,living together or not married,35 thru 44,grad study,professional/managerial,more than ten years,not married,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,spanish,<=25K
male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english,>25K
female,married,65 and over,1 to 3 years of college,retired,seven to ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,graduated high school,unemployed,one to three years,not married,four,none,live with parents/family,house,asian,english,<=25K
male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english,<=25K
male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,not married,three,one,live with parents/family,other,white,english,<=25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,four,two,own,house,white,english,>25K
female,married,18 thru 24,1 to 3 years of college,clerical/service worker,four to six years,not married,two,none,rent,apartment,asian,other,>25K
male,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english,<=25K
female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,white,english,<=25K
female,living together or not married,14 thru 17,grades 9 to 11,sales worker,less than one year,not married,two,two,rent,apartment,white,english,<=25K
female,living together or not married,18 thru 24,graduated high school,student or hs or college,four to six years,not married,two,none,rent,apartment,white,english,<=25K
female,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,three,one,own,house,white,english,<=25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,asian,english,>25K
female,single or never married,18 thru 24,grades 9 to 11,unemployed,more than ten years,not married,seven,none,rent,house,white,english,<=25K
male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,hispanic,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english,>25K
male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english,>25K
female,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english,>25K
female,married,55 thru 64,graduated high school,homemaker,one to three years,yes,two,none,own,mobile home,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,yes,four,two,own,house,hispanic,english,>25K
female,married,35 thru 44,grad study,unemployed,more than ten years,no,two,none,own,house,white,english,>25K
male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,four,none,live with parents/family,house,white,english,>25K
female,married,55 thru 64,graduated high school,sales worker,more than ten years,yes,two,none,own,house,white,english,>25K
male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english,>25K
male,living together or not married,25 thru 34,grad study,student or hs or college,less than one year,not married,two,none,rent,apartment,white,english,>25K
female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,no,three,none,own,house,white,english,>25K
female,married,55 thru 64,college graduate,homemaker,more than ten years,no,three,none,own,house,white,english,>25K
male,single or never married,25 thru 34,grad study,professional/managerial,seven to ten years,not married,one,none,own,house,white,english,>25K
female,living together or not married,25 thru 34,graduated high school,sales worker,more than ten years,no,two,one,rent,house,white,english,<=25K
female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,one to three years,not married,three,none,live with parents/family,house,white,english,<=25K
female,married,55 thru 64,grades 9 to 11,clerical/service worker,more than ten years,yes,two,none,own,house,white,english,>25K
female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,three,one,rent,apartment,white,english,>25K
female,married,35 thru 44,graduated high school,professional/managerial,seven to ten years,yes,four,one,live with parents/family,house,white,english,>25K
