cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
x,y,w,t,<nil>,<nil>,c,n,<nil>,e,s,s,w,w,p,<nil>,o,p,n,v,m,e
<nil>,f,y,f,n,a,c,b,b,e,s,<nil>,w,w,p,w,o,p,o,v,g,e
<nil>,y,b,f,n,a,c,b,b,t,s,k,w,w,p,w,o,e,u,v,<nil>,e
<nil>,y,p,f,c,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,d,p
<nil>,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,y,n,t,n,f,c,n,<nil>,e,s,s,w,w,p,w,o,p,k,<nil>,<nil>,e
x,y,<nil>,f,<nil>,f,c,b,p,e,k,k,w,<nil>,p,w,<nil>,l,h,v,d,e
b,f,g,f,<nil>,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,<nil>,p
s,g,<nil>,f,n,f,c,n,<nil>,t,s,s,w,y,p,w,o,e,w,v,d,e
x,y,<nil>,<nil>,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,d,e
<nil>,y,<nil>,t,n,f,c,b,b,e,s,s,w,w,p,w,o,p,k,v,p,e
<nil>,y,u,f,n,f,w,n,b,t,s,s,<nil>,w,p,w,o,e,<nil>,v,g,p
c,y,n,f,<nil>,f,c,n,<nil>,t,s,<nil>,w,w,p,w,o,e,w,v,u,e
c,y,b,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,l,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
k,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
f,y,n,<nil>,<nil>,f,<nil>,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
x,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,<nil>,p,w,o,l,h,v,p,p
b,g,y,t,n,a,c,b,u,t,s,<nil>,w,y,p,w,o,p,r,y,w,e
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,e
f,y,<nil>,f,s,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,p,p
k,y,<nil>,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,<nil>,e,w,v,g,p
<nil>,y,n,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,<nil>,v,d,e
x,y,<nil>,f,n,<nil>,c,b,b,t,<nil>,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,e,<nil>,y,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
f,y,e,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,d,e
<nil>,y,<nil>,f,y,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,p
s,y,w,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,f,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,u,e
f,y,e,f,n,a,c,n,o,e,s,s,w,w,p,w,o,p,n,<nil>,g,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,b,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
<nil>,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
b,<nil>,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
f,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,p,e
<nil>,s,b,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,d,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,u,f,n,a,c,n,b,e,<nil>,s,w,<nil>,p,w,o,p,b,v,<nil>,e
<nil>,y,u,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,u,p
x,y,e,f,y,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,g,p
<nil>,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
b,y,n,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,<nil>,w,v,g,e
x,<nil>,w,f,c,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,g,<nil>,<nil>,n,f,c,b,e,e,s,s,p,b,p,w,<nil>,p,k,v,m,e
<nil>,y,y,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,e
x,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,<nil>,v,<nil>,p
c,y,g,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,a,<nil>,e
<nil>,y,e,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,g,b,t,n,<nil>,c,n,b,e,s,s,w,<nil>,p,w,o,p,n,v,<nil>,e
f,y,<nil>,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,<nil>,w,e
<nil>,y,u,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
<nil>,g,g,f,n,f,c,b,b,t,s,y,w,<nil>,p,w,o,p,<nil>,v,d,e
k,f,w,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,e
f,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
<nil>,y,<nil>,f,n,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,w,v,p,e
s,y,u,<nil>,n,f,c,n,b,t,s,s,o,<nil>,p,w,<nil>,e,w,<nil>,<nil>,e
c,g,e,t,n,f,c,n,<nil>,e,s,s,b,e,p,<nil>,o,p,k,<nil>,<nil>,e
<nil>,f,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
k,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,<nil>,e
f,f,y,f,f,f,<nil>,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,g,p
f,y,r,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,g,f,c,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
k,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
<nil>,y,<nil>,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,<nil>,h,v,<nil>,p
<nil>,y,p,f,n,a,<nil>,n,b,e,<nil>,s,w,w,p,w,o,p,b,v,w,e
<nil>,y,e,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,<nil>,w,v,d,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,y,y,f,n,a,<nil>,n,b,e,s,s,w,w,p,w,o,p,n,v,m,e
b,f,g,f,f,f,c,b,b,e,<nil>,k,w,w,p,w,<nil>,l,h,v,<nil>,p
<nil>,y,n,f,f,f,c,n,b,t,s,s,<nil>,<nil>,p,w,o,e,w,v,g,p
<nil>,f,y,t,n,a,c,b,b,t,s,y,w,<nil>,p,w,o,f,u,v,d,e
f,f,g,f,f,f,<nil>,b,b,e,k,k,p,w,p,<nil>,o,l,h,<nil>,g,p
<nil>,y,<nil>,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
f,y,e,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,d,p
b,<nil>,g,t,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,g,e
<nil>,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,r,f,n,f,w,n,b,t,s,s,w,w,p,o,o,e,w,v,w,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,<nil>,p,k,<nil>,g,p
<nil>,f,g,f,<nil>,a,c,b,b,e,s,s,w,w,p,w,t,p,o,v,g,e
k,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,d,p
<nil>,s,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,n,t,n,a,c,n,b,e,s,s,p,w,p,w,o,p,n,<nil>,<nil>,e
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,p
x,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,<nil>,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,<nil>,<nil>,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,f,<nil>,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,<nil>,v,p,p
<nil>,y,b,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,<nil>,g,p
c,f,<nil>,f,n,f,c,n,p,t,s,s,b,w,p,w,o,e,w,y,<nil>,e
<nil>,y,n,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,s,y,t,n,a,<nil>,b,b,e,s,k,w,w,p,w,o,p,r,v,l,e
<nil>,<nil>,u,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,<nil>,w,v,u,p
<nil>,y,y,f,<nil>,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,y,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
c,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
f,s,g,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,e
<nil>,y,g,f,n,a,c,<nil>,b,t,s,s,w,w,p,w,o,p,<nil>,v,u,e
x,s,e,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
b,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,p,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,g,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
b,y,w,t,n,<nil>,c,n,b,e,s,s,w,w,p,w,o,p,n,v,m,e
s,s,p,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
b,s,<nil>,f,n,f,w,n,y,t,<nil>,s,e,w,p,w,o,e,w,a,m,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,g,p
<nil>,s,b,<nil>,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,d,e
f,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,y,f,n,f,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,<nil>,g,p
<nil>,y,<nil>,f,y,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,p,p
<nil>,y,b,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,m,e
k,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,d,p
f,y,g,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,<nil>,e,w,v,d,e
<nil>,y,b,f,n,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,u,e
b,f,g,<nil>,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,y,y,f,n,a,c,b,<nil>,e,s,s,w,w,p,w,o,p,n,v,g,e
<nil>,s,e,t,n,a,c,n,b,t,s,s,w,<nil>,p,w,o,p,y,v,<nil>,e
<nil>,y,e,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
<nil>,y,y,f,n,a,w,b,b,t,<nil>,<nil>,w,w,p,w,o,p,y,v,<nil>,e
<nil>,y,y,f,n,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,u,e
b,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,<nil>,<nil>,p
<nil>,f,g,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,e
f,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,g,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,u,e
x,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
<nil>,s,w,t,<nil>,a,w,b,b,t,s,s,w,w,p,w,o,p,y,v,<nil>,e
<nil>,g,n,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,m,e
f,f,g,f,f,f,c,b,<nil>,e,<nil>,k,w,w,p,w,o,l,h,v,g,p
x,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,p
b,y,n,t,n,f,c,n,b,e,s,s,<nil>,w,p,w,o,p,k,v,<nil>,e
c,f,<nil>,f,n,<nil>,c,b,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
b,y,b,f,n,f,c,<nil>,b,t,s,<nil>,w,w,p,w,o,n,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,y,w,f,n,f,c,b,b,t,s,<nil>,w,w,p,<nil>,o,p,w,y,u,e
x,<nil>,u,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,d,e
b,f,<nil>,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,e,f,y,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,p
<nil>,y,b,f,n,a,c,b,b,t,s,y,w,w,p,w,o,p,y,v,<nil>,e
f,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,<nil>,l,h,v,p,p
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,u,e
f,y,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,o,<nil>,w,v,<nil>,p
<nil>,y,e,f,y,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,g,e,f,n,f,c,b,b,e,<nil>,k,w,w,p,w,o,l,h,v,d,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,y,b,f,n,f,c,n,b,t,<nil>,s,<nil>,w,p,w,o,e,w,v,d,e
f,y,u,f,n,f,c,b,b,e,s,y,w,w,p,w,o,p,<nil>,v,<nil>,p
x,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,<nil>,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,p,e
<nil>,y,<nil>,f,n,f,c,b,b,e,k,k,o,w,p,<nil>,o,l,h,n,d,e
x,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
k,<nil>,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,y,g,f,n,f,c,n,b,<nil>,s,s,<nil>,w,p,w,<nil>,e,w,v,d,p
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,b,<nil>,f,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
k,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
b,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,g,p
f,f,<nil>,f,f,f,c,b,b,e,k,k,w,w,p,<nil>,o,l,h,v,p,p
k,y,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
x,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,<nil>,t,n,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,<nil>,y,g,p
k,y,e,f,<nil>,f,c,n,b,t,s,s,<nil>,w,p,w,<nil>,e,w,v,g,p
x,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,<nil>,g,p
<nil>,y,y,t,n,f,c,n,b,e,<nil>,s,w,w,p,<nil>,o,p,k,v,g,e
b,f,g,f,f,f,c,b,<nil>,e,k,k,w,w,p,<nil>,o,<nil>,h,v,g,p
b,<nil>,g,f,n,f,c,b,b,e,<nil>,s,w,w,p,w,t,p,r,v,g,e
<nil>,y,b,f,n,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,e
<nil>,g,<nil>,t,<nil>,f,w,b,n,e,s,s,y,p,p,w,o,p,k,a,p,e
s,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
b,f,g,f,n,a,<nil>,b,b,e,s,s,y,y,p,w,o,p,n,<nil>,u,e
b,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,<nil>,f,n,a,c,b,k,e,s,s,w,w,p,w,<nil>,p,n,<nil>,g,e
x,y,n,f,f,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
f,y,c,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,p
x,f,y,f,<nil>,<nil>,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,w,w,p,w,<nil>,l,h,v,<nil>,p
x,y,n,f,f,f,<nil>,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,f,<nil>,f,n,a,w,n,b,e,f,y,w,w,p,w,o,e,<nil>,v,p,e
x,y,p,f,c,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,g,f,<nil>,a,c,n,b,t,s,s,w,w,p,w,o,e,u,v,w,e
<nil>,y,n,f,n,f,c,n,b,<nil>,s,s,<nil>,w,p,w,o,e,w,v,w,e
b,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,p
x,y,n,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,e
x,f,p,f,n,a,c,n,b,e,s,s,w,<nil>,p,w,o,p,n,v,l,e
b,f,g,f,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,p,p
<nil>,y,n,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,g,p
<nil>,<nil>,g,f,n,f,c,n,b,t,s,s,w,<nil>,p,w,o,e,w,v,l,e
<nil>,y,<nil>,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,g,p
b,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,e
k,<nil>,p,f,n,<nil>,c,n,<nil>,t,s,s,w,w,p,<nil>,o,e,w,v,g,e
<nil>,y,<nil>,f,n,a,c,b,b,e,s,s,g,w,p,w,o,p,n,<nil>,p,e
<nil>,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,m,e
b,y,e,f,n,f,c,n,<nil>,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,<nil>,<nil>,f,n,f,c,n,b,t,<nil>,s,w,o,p,w,o,e,w,v,p,e
b,f,<nil>,f,f,f,<nil>,b,b,e,k,k,w,w,p,w,o,l,h,v,p,p
f,y,b,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,t,n,a,c,n,b,e,s,s,w,w,p,w,o,<nil>,n,v,u,p
x,y,<nil>,f,n,f,c,<nil>,w,t,s,s,w,w,p,w,o,e,w,s,u,p
b,y,w,t,n,a,c,n,b,e,s,s,w,w,p,w,o,p,n,v,<nil>,p
x,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,w,t,n,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,v,g,p
<nil>,y,u,t,n,f,c,n,b,e,s,s,w,w,p,w,o,p,k,v,w,e
<nil>,y,<nil>,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,e
<nil>,y,w,t,n,a,<nil>,n,b,e,s,s,w,w,p,w,<nil>,p,n,v,u,p
b,g,<nil>,f,n,a,c,b,u,e,s,s,o,w,p,w,o,p,n,a,<nil>,e
<nil>,y,u,t,<nil>,f,c,b,b,e,s,<nil>,w,w,p,w,o,p,k,v,<nil>,e
<nil>,y,w,f,<nil>,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,g,y,f,n,f,c,b,b,e,k,<nil>,w,w,p,<nil>,o,f,h,v,g,e
s,y,b,f,n,<nil>,c,n,b,e,s,s,w,w,p,w,o,p,o,v,g,e
s,y,g,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,<nil>,e,w,v,u,e
b,y,p,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
<nil>,f,g,f,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,l,e
b,s,e,f,n,<nil>,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,<nil>,e
<nil>,y,r,f,n,f,c,n,b,t,s,s,w,w,p,<nil>,o,e,w,v,g,p
<nil>,y,<nil>,f,n,a,c,b,b,e,s,s,w,w,p,w,o,p,n,v,p,e
<nil>,y,<nil>,f,s,f,c,<nil>,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,p,<nil>,v,l,e
k,y,n,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
x,<nil>,g,f,n,f,c,n,b,t,s,s,w,y,p,w,o,e,w,v,u,e
b,g,<nil>,t,n,a,c,b,<nil>,e,s,s,w,w,p,w,o,p,n,v,<nil>,e
c,y,n,f,n,f,c,n,b,t,s,<nil>,w,w,p,w,o,e,w,v,p,e
f,y,y,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,<nil>,e
<nil>,y,u,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,u,p
<nil>,y,u,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,g,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
k,y,e,f,n,a,c,n,b,e,s,s,w,w,p,w,o,p,<nil>,v,<nil>,e
b,y,n,f,n,f,c,n,y,t,s,s,e,w,p,w,o,e,w,<nil>,u,e
<nil>,f,b,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,w,e
b,y,n,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
b,y,b,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,a,d,e
<nil>,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
k,y,n,f,n,f,c,n,b,<nil>,s,s,w,w,p,w,o,e,w,v,l,p
<nil>,f,g,f,f,f,c,b,b,e,k,k,<nil>,w,p,w,o,<nil>,h,v,p,p
f,y,y,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
b,f,y,f,f,f,c,b,b,e,k,k,w,w,p,w,o,l,h,v,<nil>,p
<nil>,y,e,f,y,<nil>,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
f,f,b,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,e
<nil>,y,n,f,n,f,c,n,b,t,s,s,<nil>,w,p,w,o,e,w,v,g,p
<nil>,y,e,<nil>,s,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,p
<nil>,<nil>,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,w,e
x,y,n,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,<nil>,p
<nil>,y,c,<nil>,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,p
<nil>,y,e,f,n,f,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,d,p
<nil>,y,u,f,n,f,c,n,b,t,s,s,w,w,p,w,o,p,<nil>,s,d,e
<nil>,y,<nil>,f,n,<nil>,c,n,b,t,s,s,w,w,p,w,<nil>,e,w,v,p,e
<nil>,y,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,<nil>,<nil>,<nil>,p
<nil>,y,p,f,<nil>,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,<nil>,e
f,g,g,t,n,<nil>,w,n,b,e,s,s,w,w,p,w,o,p,k,v,d,e
<nil>,f,y,<nil>,f,f,c,b,b,e,k,<nil>,w,w,p,w,o,l,h,v,p,p
<nil>,y,w,f,n,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,g,e
<nil>,y,<nil>,f,f,f,c,n,b,t,<nil>,s,w,w,p,w,o,<nil>,w,v,g,p
b,y,n,f,n,f,c,n,<nil>,t,s,s,w,w,p,w,o,e,w,v,g,e
x,y,p,f,n,f,c,n,b,t,<nil>,s,w,w,p,w,o,e,w,v,l,e
