cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,label
f,y,b,f,n,f,c,b,n,t,f,k,o,n,p,n,n,l,n,y,d,e
x,y,e,f,n,f,c,b,p,t,f,k,g,e,p,y,o,p,k,v,l,e
x,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
x,s,w,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,k,s,d,p
x,s,u,f,n,a,c,b,y,t,s,f,e,w,p,n,o,e,b,c,g,e
x,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g,p
x,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
x,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,p,p
b,s,n,t,n,a,c,b,y,t,s,s,w,o,p,w,n,e,k,c,g,e
x,f,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d,p
x,g,g,t,n,a,c,b,e,t,s,k,p,b,p,o,o,l,k,n,m,e
b,g,y,t,a,f,c,b,p,t,k,y,e,w,p,n,o,f,k,n,g,e
x,y,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
x,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
c,s,g,f,n,f,w,b,p,e,y,s,y,w,p,w,n,p,w,a,l,e
c,s,b,f,n,a,c,b,u,t,f,s,w,p,p,o,t,f,n,a,p,e
f,y,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d,p
k,g,b,f,n,a,c,b,y,t,s,f,y,e,p,w,t,p,n,a,l,e
f,f,g,f,n,a,w,b,e,e,s,y,y,w,p,n,t,f,n,s,w,e
x,f,g,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,y,u,p
k,g,g,f,n,f,c,b,p,e,s,y,g,w,p,w,n,f,o,s,d,e
k,g,g,t,n,f,c,n,p,e,s,s,p,b,p,w,o,p,k,a,l,e
f,y,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d,p
x,y,b,t,n,f,w,b,p,e,s,y,e,o,p,w,t,f,w,c,p,e
c,y,e,t,n,f,c,b,y,t,s,k,o,o,p,o,o,e,b,v,d,e
c,g,e,t,n,a,w,b,p,t,f,y,b,e,p,y,n,n,k,y,w,e
b,f,w,t,a,a,w,b,k,t,f,s,p,p,p,n,n,e,k,n,p,e
k,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p,e
f,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,g,p
f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,p
x,f,g,f,c,f,c,n,u,e,s,s,w,w,p,w,o,p,n,s,d,p
k,y,g,f,n,a,c,b,y,t,s,y,e,p,p,o,o,n,k,y,u,e
f,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
x,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,p
x,y,p,t,n,a,c,b,r,e,f,s,p,p,p,y,t,p,b,c,w,e
x,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
b,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,m,e
f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g,p
x,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,s,y,f,n,a,c,b,w,e,y,y,g,n,p,o,o,f,u,v,d,e
f,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
f,y,g,f,n,f,c,b,o,e,s,f,o,p,p,n,n,f,n,s,d,e
f,s,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
f,s,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g,e
x,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
b,g,r,f,l,a,c,n,p,e,k,s,w,o,p,y,n,l,u,v,w,e
b,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
x,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
b,f,g,t,n,a,c,b,b,e,s,s,w,w,p,n,t,p,o,n,g,e
k,y,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
f,g,n,t,n,a,c,b,y,e,s,s,e,g,p,w,o,p,n,s,g,e
f,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
k,y,e,f,n,a,c,n,p,t,s,f,p,w,p,y,n,n,h,a,p,e
k,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
s,y,n,t,n,f,w,b,g,e,y,s,p,g,p,y,o,p,n,c,w,e
x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g,p
x,s,n,t,n,a,w,b,e,t,y,f,p,e,p,w,o,l,k,v,w,e
f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
b,s,n,f,n,f,w,b,o,e,s,k,e,w,p,o,t,e,k,v,d,e
x,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
b,y,b,t,n,a,c,b,p,t,s,k,o,p,p,n,o,e,w,s,g,e
f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
c,f,n,t,n,f,w,b,y,t,y,s,b,o,p,w,t,e,b,y,l,e
k,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,s,y,t,a,f,w,b,p,e,f,y,w,y,p,y,n,p,r,y,l,e
f,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u,p
x,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
s,s,p,t,a,a,c,b,g,t,f,f,b,p,p,w,t,p,n,s,g,e
f,s,y,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d,e
c,s,n,t,n,a,c,b,w,e,y,f,w,g,p,o,n,p,b,a,d,e
f,s,g,t,n,f,c,b,u,t,f,y,g,p,p,y,t,p,k,v,d,e
b,g,g,f,n,a,w,b,b,t,s,y,b,e,p,w,o,p,n,a,u,e
x,f,e,f,n,a,w,b,u,e,s,k,b,p,p,o,t,l,n,s,d,e
x,s,g,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,k,a,g,e
b,y,p,f,n,a,c,b,b,e,y,f,w,y,p,n,o,n,k,s,u,e
k,y,n,f,n,f,c,b,w,e,y,y,n,n,p,w,t,p,w,y,p,p
x,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g,p
b,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,m,e
k,f,p,t,n,a,w,b,p,t,s,k,o,g,p,o,t,p,n,v,u,e
f,s,p,f,n,a,c,b,y,e,s,s,e,p,p,o,n,e,k,a,m,e
x,f,g,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,b,f,n,f,c,b,w,e,s,y,b,g,p,w,o,f,n,y,p,e
f,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
f,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,p
f,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
k,s,b,f,n,a,c,b,o,e,s,y,b,p,p,y,t,l,b,v,m,e
k,s,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d,p
f,y,g,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,v,d,e
x,f,b,f,n,a,w,b,w,t,k,y,y,p,p,n,o,l,y,a,u,e
f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
s,f,y,t,n,a,c,b,e,e,s,y,b,p,p,w,o,f,n,a,g,e
b,s,e,t,n,f,c,b,o,t,f,s,y,o,p,n,n,e,y,v,w,e
f,y,e,t,n,a,w,b,g,t,s,f,b,g,p,w,t,p,k,y,d,e
x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,g,p
c,y,y,f,l,a,c,b,n,t,s,f,b,w,p,n,n,p,y,a,g,e
k,s,y,f,n,a,c,b,o,e,s,s,p,y,p,o,o,p,w,c,u,e
f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d,p
f,f,g,f,n,a,c,b,g,t,k,s,o,w,p,w,o,f,n,c,l,e
f,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d,p
b,s,g,t,n,f,w,n,o,t,s,s,b,b,p,w,o,f,h,v,l,e
x,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
b,s,w,t,n,f,w,b,b,e,s,s,w,b,p,o,n,p,y,s,g,e
x,g,n,t,n,a,w,b,n,e,k,y,o,w,p,n,t,n,k,y,m,e
f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
x,s,w,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
f,s,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g,e
c,y,e,f,n,a,w,b,p,e,s,y,p,p,p,y,t,n,n,n,p,e
x,s,b,t,n,a,c,b,y,e,f,y,e,n,p,w,n,n,w,s,l,e
k,y,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
b,s,y,f,n,a,w,b,e,e,s,s,n,n,p,w,t,l,w,y,u,e
x,f,g,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,n,v,d,e
s,f,b,f,n,f,c,b,b,e,s,s,y,w,p,o,o,f,u,y,p,e
x,f,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,y,d,e
k,y,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,s,b,f,n,a,w,b,e,t,y,y,g,g,p,o,t,n,y,v,g,e
f,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p,p
f,s,g,t,n,a,c,b,k,t,s,k,b,b,p,w,n,f,n,s,u,e
f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u,p
k,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
x,f,g,t,n,f,w,b,y,t,k,k,w,w,p,n,n,e,w,y,g,e
f,y,g,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,y,d,e
f,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
f,g,e,f,n,a,w,b,p,t,s,s,e,o,p,w,t,l,k,y,g,e
k,y,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,g,b,t,n,a,w,b,w,e,k,s,b,b,p,w,o,p,w,y,l,e
f,y,y,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,k,y,g,p
x,y,b,t,l,f,w,b,g,t,s,k,y,w,p,n,n,e,y,n,w,e
b,y,y,t,l,a,c,b,p,e,s,s,y,w,p,o,t,l,k,y,p,e
s,y,p,t,n,a,c,b,y,e,f,k,o,b,p,w,t,l,k,n,d,e
x,s,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,s,d,p
k,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,f,g,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u,p
k,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
f,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g,p
k,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
b,y,n,t,n,a,c,b,p,t,s,s,p,g,p,w,n,l,u,a,d,e
f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
k,y,b,f,l,a,w,b,g,t,s,k,e,w,p,n,t,f,n,n,p,e
x,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,g,p
k,y,e,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,y,n,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
k,f,y,f,n,a,c,b,g,t,y,f,g,b,p,w,n,p,k,y,g,e
x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,p
b,g,g,f,n,f,c,b,g,e,k,f,e,o,p,w,o,e,r,v,g,e
k,s,b,f,n,f,c,b,y,t,s,s,y,o,p,n,t,l,y,c,l,e
x,g,y,f,l,a,c,b,n,t,k,s,y,p,p,w,n,l,k,a,p,e
f,f,g,t,n,f,w,n,g,e,f,s,o,w,p,o,t,n,w,y,p,e
b,f,g,t,a,a,w,b,w,t,s,f,y,y,p,w,t,l,n,a,u,e
f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,g,p
x,f,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,s,g,e
x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
f,y,c,f,m,a,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d,p
x,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
f,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d,p
x,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p
x,y,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
k,f,b,f,n,a,w,b,y,e,f,y,e,y,p,y,t,e,k,s,p,e
x,f,p,f,c,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
f,f,g,f,n,f,w,b,p,t,s,y,p,w,p,y,o,e,u,s,w,e
k,s,n,t,n,a,c,b,e,t,k,s,y,o,p,y,n,e,w,n,w,e
f,y,n,f,n,f,c,b,w,e,y,y,n,n,p,w,t,p,w,y,p,p
x,y,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,n,y,d,e
x,f,p,f,n,f,c,b,b,e,y,y,b,b,p,o,o,l,n,s,l,e
f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p,p
x,f,n,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,v,d,p
c,y,g,f,l,a,c,b,y,e,k,y,b,e,p,n,n,n,k,n,l,e
x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u,p
b,s,w,t,n,f,w,b,o,t,y,y,w,p,p,y,n,p,w,a,l,e
k,y,p,f,a,a,c,b,u,t,s,f,w,y,p,w,o,p,y,a,g,e
x,g,g,f,n,a,w,b,g,e,y,k,g,p,p,y,o,l,n,y,p,e
x,s,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m,e
b,s,e,f,n,a,w,n,p,e,y,s,w,e,p,w,n,l,b,c,l,e
x,s,b,t,n,f,w,b,y,t,f,s,p,o,p,y,o,e,o,a,p,e
f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
f,s,b,f,n,f,w,b,g,e,s,y,p,p,p,o,o,e,n,v,d,e
f,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,u,p
x,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g,p
x,s,w,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,s,g,p
x,s,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,g,p
c,f,p,f,n,a,w,b,n,t,f,s,w,p,p,w,t,l,k,a,w,e
s,s,b,t,n,a,c,b,b,t,k,s,y,e,p,w,n,n,w,s,p,e
f,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,u,p
k,g,b,t,n,f,c,b,u,t,f,s,o,y,p,w,o,f,n,a,p,e
x,y,g,f,n,f,w,b,b,e,y,y,b,o,p,y,t,f,k,a,g,e
b,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g,p
k,g,y,t,n,f,c,b,e,e,k,s,w,b,p,w,n,f,u,c,g,e
s,y,b,f,n,a,c,b,e,t,y,s,e,o,p,o,n,p,o,n,g,e
s,y,g,t,n,a,c,n,b,t,y,s,w,n,p,y,n,f,w,n,u,e
b,y,p,t,n,a,c,b,y,e,k,y,o,g,p,w,n,p,u,c,w,e
s,f,g,t,n,a,c,b,b,e,f,y,b,y,p,y,o,p,n,c,l,e
s,s,e,t,l,a,c,b,g,e,s,f,o,w,p,n,t,p,k,n,u,e
f,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,p
x,y,p,f,a,f,c,b,e,t,s,s,w,w,p,o,o,p,n,s,p,e
k,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
x,s,y,f,l,a,c,b,y,t,y,k,w,w,p,w,o,p,n,n,l,e
k,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
x,s,g,t,n,a,c,b,o,e,k,k,p,y,p,y,o,p,k,n,u,e
b,g,y,t,n,a,c,b,k,e,s,s,p,w,p,w,o,p,n,s,g,e
c,s,n,f,n,a,w,b,p,e,s,s,w,w,p,w,n,f,k,s,p,e
f,y,y,f,n,a,c,b,p,e,f,s,p,p,p,o,t,l,n,a,d,e
b,g,n,t,n,f,w,b,g,e,y,s,b,w,p,n,o,e,w,c,g,e
x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
x,y,g,t,n,f,c,b,n,t,s,s,w,w,p,w,o,p,n,v,d,e
x,s,g,f,c,f,w,n,n,e,s,s,w,w,p,w,o,p,n,v,d,p
k,y,e,t,l,a,c,b,p,t,s,y,b,o,p,w,t,f,n,a,g,e
k,s,n,t,n,a,c,b,y,e,f,k,b,b,p,o,n,f,o,a,u,e
k,g,b,t,l,a,c,b,p,t,y,s,p,b,p,n,t,f,n,s,w,e
x,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,n,v,l,e
k,g,b,f,n,a,w,b,w,t,s,f,y,p,p,n,t,p,w,a,d,e
x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
k,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,p
f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
f,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,p
x,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
k,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p
f,s,b,f,n,a,w,b,p,e,k,s,o,o,p,y,t,l,y,v,d,e
x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u,p
f,y,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
c,s,y,t,n,a,c,b,g,e,y,k,p,y,p,w,o,p,r,s,w,e
x,y,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,y,c,f,m,a,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d,p
k,s,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d,p
k,f,b,f,n,a,c,b,p,t,s,s,p,y,p,w,o,n,n,s,d,e
f,s,n,f,n,a,w,b,u,e,y,y,e,w,p,y,o,e,u,c,p,e
k,y,e,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
k,g,p,f,n,a,c,b,b,t,f,s,w,e,p,o,t,f,w,n,g,e
f,g,g,t,n,a,c,b,o,e,f,s,w,y,p,w,t,p,k,y,p,e
x,f,g,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
f,s,w,f,n,a,c,b,b,e,s,s,y,o,p,y,n,n,n,c,g,e
f,s,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p,p
b,f,n,f,n,f,c,b,w,e,y,f,y,w,p,w,n,n,n,n,g,e
x,y,p,f,n,f,c,b,b,t,k,k,w,w,p,y,t,f,w,n,l,e
s,y,n,t,n,a,w,b,p,e,f,y,w,w,p,o,o,n,n,s,g,e
s,y,r,f,a,a,c,b,g,t,k,s,o,w,p,w,t,e,b,n,u,e
x,y,y,t,l,a,w,b,n,e,f,k,e,w,p,o,n,l,n,s,p,e
f,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
x,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g,p
f,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,u,f,n,f,c,b,u,t,k,k,b,o,p,w,o,e,w,n,u,e
x,f,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,p
s,y,b,t,n,f,c,b,g,e,s,k,w,e,p,w,n,p,o,v,g,e
x,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
k,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
c,f,b,t,n,f,c,b,r,t,y,s,o,o,p,y,o,f,b,n,d,e
s,y,p,t,n,a,w,b,b,e,s,f,p,p,p,w,o,p,n,v,d,e
c,s,u,f,n,f,c,b,e,t,s,k,e,p,p,w,o,n,k,v,d,e
x,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
x,s,g,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,k,s,d,p
x,s,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g,e
k,y,b,f,n,a,c,b,n,e,y,s,e,n,p,n,n,e,w,y,w,e
f,f,c,t,n,a,w,n,w,e,f,f,e,b,p,n,n,e,w,s,u,e
x,s,g,f,c,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
f,f,n,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,y,d,e
f,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l,p
b,y,g,t,n,a,w,b,y,t,s,y,y,g,p,w,o,p,w,a,w,e
b,g,u,t,n,f,w,b,w,e,y,y,e,e,p,w,t,p,r,s,w,e
f,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
x,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u,p
x,f,p,t,n,f,w,b,u,e,s,y,n,y,p,w,n,n,k,s,u,e
k,y,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
x,y,y,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p,p
f,f,u,f,n,a,c,b,o,t,f,k,y,w,p,n,o,n,y,c,u,e
b,y,g,f,a,f,w,b,w,t,k,s,w,w,p,o,t,p,k,n,p,e
b,y,b,f,n,f,c,b,u,t,f,f,g,b,p,y,n,p,n,y,d,e
f,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l,p
x,y,g,f,n,a,c,b,n,t,s,s,y,g,p,w,o,p,o,n,d,e
f,f,g,f,n,f,c,b,u,e,y,y,o,b,p,y,t,l,k,c,d,e
f,f,g,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d,e
x,s,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
c,f,p,t,n,a,w,b,k,e,s,k,e,b,p,y,o,e,b,n,p,e
x,s,y,f,a,a,c,b,b,t,k,f,w,e,p,w,t,e,o,a,w,e
x,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
f,f,g,f,n,f,w,b,n,e,s,f,p,o,p,o,t,p,w,v,u,e
x,s,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
f,y,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,p
x,y,n,f,n,a,w,b,e,t,y,s,b,o,p,w,n,l,y,n,p,e
x,g,u,t,n,f,w,b,e,t,s,y,p,o,p,w,o,e,o,a,m,e
x,y,e,f,n,a,w,b,p,e,s,y,p,y,p,w,o,l,b,c,p,e
f,y,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
s,s,u,f,n,f,w,b,p,e,k,y,n,p,p,n,t,n,w,s,g,e
x,y,e,t,n,a,c,b,p,t,s,k,o,w,p,w,t,e,n,s,w,e
f,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d,p
k,f,u,f,n,a,w,b,r,e,s,y,p,y,p,y,t,p,k,y,d,e
b,g,g,f,n,a,w,b,y,e,k,s,o,g,p,y,t,p,n,v,g,e
x,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
x,y,y,t,a,f,w,b,k,t,y,s,y,p,p,o,o,f,k,n,u,e
f,f,u,t,n,f,w,b,b,e,k,k,n,w,p,y,t,p,b,s,l,e
f,s,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
f,g,y,t,n,a,c,b,g,e,y,f,o,b,p,w,t,n,b,y,g,e
c,f,g,t,l,a,c,b,k,e,s,f,b,o,p,y,n,p,n,n,m,e
f,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
x,s,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,u,p
x,f,g,f,n,a,w,n,y,e,f,k,w,y,p,w,t,f,k,n,u,e
x,y,u,t,n,a,w,b,w,t,k,s,o,p,p,n,o,l,k,y,p,e
x,f,u,t,n,f,c,b,p,e,f,s,b,w,p,w,t,p,b,s,d,e
k,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
f,f,e,t,n,f,w,b,y,e,s,f,p,p,p,w,o,p,k,y,d,e
c,g,g,f,l,a,w,b,k,e,k,k,o,o,p,n,t,l,n,c,m,e
x,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
b,g,y,t,l,f,w,b,y,t,s,s,p,b,p,o,t,e,k,n,w,e
f,y,b,t,n,f,w,b,y,e,k,f,w,y,p,y,n,p,w,s,l,e
b,f,e,f,n,a,c,b,p,t,s,s,p,e,p,w,n,p,w,y,g,e
b,y,w,f,a,a,c,b,w,e,s,f,w,y,p,y,n,p,k,a,g,e
x,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p,p
