Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A12,12.0,A32,A40,1318.0,A61,A75,4.0,A93,A101,4.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,36.0,A32,A41,8229.0,A61,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,49.3049816915655,A32,A41,3378.0,A61,A73,3.734811245572636,A93,A101,1.0,A124,31.0,A143,A152,3.319227495396217,A173,1.8660337501221167,A192,A201,1
A11,18.0,A34,A40,5302.0,A61,A75,2.0,A93,A101,4.0,A124,36.0,A143,A152,3.0,A174,1.0,A192,A201,2
A14,12.0,A32,A40,1884.0,A61,A75,1.814299818024629,A93,A101,1.9398975081744008,<nil>,27.33145265054761,A143,A152,1.0,A173,1.0,A191,A201,1
A13,30.0,A34,A43,3656.0,A61,A75,4.0,A93,A101,4.0,<nil>,49.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A33,A49,9572.0,A61,A72,1.0,A93,A101,1.0,A123,28.0,A143,A152,2.0,<nil>,1.0,A191,A201,2
A13,49.63600786942641,A31,A45,2923.0,A61,A73,1.0,A92,A101,3.475052935706829,A123,65.94599500283559,A143,A152,2.9514240776150427,A174,1.8288102692990864,A191,A201,1
A11,24.0,A32,A42,2996.0,A61,A73,2.0,A94,A101,4.0,A121,20.0,<nil>,A152,1.0,A173,1.0,A191,A201,2
A12,48.0,A32,A42,5096.0,<nil>,A73,2.0,A92,A101,3.0,A123,30.0,A143,A152,1.0,A174,1.0,A192,A201,2
A12,54.0,A32,A49,15945.0,A61,A72,3.0,A93,A101,4.0,A124,58.0,A143,A152,1.0,A173,1.0,A192,A201,2
A12,15.0,A32,A40,6850.0,A61,A71,1.0,A93,A101,2.0,A122,34.0,A143,A152,1.0,A173,2.0,A191,<nil>,2
A12,18.0,A32,A410,12003.670051902856,<nil>,A75,2.0,A93,<nil>,1.0,A121,41.0,A143,A152,3.31598425915057,A173,1.0,A191,A201,1
A14,46.22837970790549,<nil>,A40,1283.0,A61,A72,4.0,A94,A101,4.0,A122,25.0,<nil>,A152,1.0,A173,1.996351389227121,<nil>,A201,1
A14,24.0,A33,A42,14069.325202422018,A61,A73,3.701461717640101,A93,A101,3.0,A123,63.21717546705781,A143,A152,2.0,A173,1.8045504654456896,A191,A201,1
A12,37.63501186558141,A32,A43,5084.0,A61,A75,3.95357899569425,A92,A101,2.4626039649968408,A123,67.98090727459522,<nil>,A152,1.0,A172,1.8864388572401387,A191,<nil>,1
A14,12.0,A32,A43,797.0,A61,A75,4.0,A93,A101,3.0,A122,33.0,A143,A152,1.0,A173,2.0,A191,A201,2
A12,57.3027392438661,A32,A42,2030.0,A61,A74,2.0,A93,A101,1.0,A124,24.0,A143,<nil>,3.5949953605940523,<nil>,1.7525667617869292,A191,A201,1
A14,18.0,A32,A49,1098.0,A61,A71,2.836215348720259,A93,A101,4.0,<nil>,65.0,A143,A152,3.412614934473578,A173,1.0,A191,A201,1
A11,60.0,A32,A49,7297.0,A61,A75,4.0,A93,A101,4.0,A124,36.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,15.0,A33,A41,3594.0,A61,A72,2.327931445180456,A94,A101,2.0,<nil>,74.19065156014258,A143,A152,2.0,A173,1.5439064957504476,A191,A201,1
A12,9.0,A34,A46,15880.646071414085,A61,A74,4.0,A92,A101,4.0,<nil>,67.0,A143,A152,2.0,A173,1.9900951945837704,A192,A201,1
A11,8.0,A34,A410,1164.0,A61,A75,3.0,A93,A101,4.0,A124,51.0,A143,A152,2.0,A173,2.0,A191,A201,2
A11,24.0,<nil>,A42,2828.0,A61,A73,2.5414781116228173,A91,A101,1.7582615690825834,A121,22.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,6.0,A32,A44,2063.0,A61,A72,2.6860667399006486,A92,A101,3.0,A123,30.0,A143,A152,1.0,A173,1.7327086156928495,A191,A201,1
A14,24.0,A32,A41,5433.0,A61,A71,2.0,A93,A101,4.0,A122,26.0,A143,A152,1.0,A173,1.0,A192,<nil>,1
A14,35.0766597310867,A34,A43,10686.197270568931,A61,A75,4.0,A91,A101,4.0,A124,36.0,A143,A152,2.0,A173,1.6683301025357582,A192,A201,1
A14,24.0,A34,A45,5507.0,A61,A75,1.1912977697256215,A93,A101,1.768062869979934,A122,22.85198532283529,<nil>,A152,2.0,A173,1.0,A191,A201,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,15.0,<nil>,A44,874.0,A61,A72,2.346476252419832,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.7629330531393976,A191,A201,1
A13,6.0,A34,A45,1343.0,A61,A75,1.0,<nil>,A101,4.0,A121,46.0,A143,A152,2.0,<nil>,2.0,A191,<nil>,1
A14,4.0,A32,A43,1503.0,A61,A71,2.0,A91,A101,1.0,A121,42.0,A143,A152,2.68819771893685,A173,1.5489460366409005,A191,A201,1
A11,24.0,A32,A40,4817.0,A61,A74,2.0,A93,A101,3.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,12.0,A32,A40,2579.0,A61,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A173,2.0,A191,A201,2
A14,9.0,A33,A40,10700.5693215179,A61,A72,3.979605638959586,A93,A101,3.763799611093341,A121,50.6473115379096,A143,A152,2.6874821975499485,A173,2.0,A191,A201,1
A13,12.0,A32,A42,1424.0,A61,A75,1.6811708552536797,A92,A101,1.6895060829954245,A123,55.0,A143,A152,2.722047002918388,A173,1.0,A191,A201,1
A12,24.0,A32,A40,3878.0,A61,A72,4.0,A91,A101,2.0,A123,37.0,A143,<nil>,1.0,A173,1.0,A192,A201,1
A12,8.0,A32,A49,907.0,A61,A73,3.0,A94,A101,2.0,<nil>,26.0,A143,A152,1.0,A173,1.6560247598518127,A191,A201,1
A11,24.0,A32,A40,2325.0,A61,A71,3.840205128713712,A93,A101,3.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,26.69512354362008,A30,A410,5381.0,A61,A71,1.1849639676557882,A93,A101,1.537508226830972,<nil>,40.0,A143,A152,1.7704021515491426,<nil>,1.0,A192,A201,1
A11,18.0,A32,A45,1190.0,A61,A71,2.0,A92,A101,4.0,<nil>,55.0,A143,A152,3.0,A173,2.0,A191,A201,2
A11,12.0,A34,A42,2246.0,A61,A75,3.0,A93,A101,3.0,<nil>,60.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,9.0,A32,A43,458.0,A61,A73,4.0,A93,<nil>,3.0,A121,24.0,<nil>,A152,1.0,<nil>,1.0,A191,A201,1
A14,6.0,A34,A40,6761.0,A61,A74,1.0,A94,A101,1.3855818803427382,<nil>,45.0,A143,A152,3.397532043102437,A173,2.0,A191,<nil>,1
A14,9.0,A34,A46,1244.0,A61,A75,4.0,A92,A101,4.0,A122,41.0,<nil>,A152,2.0,A173,1.0,A191,A201,1
A11,14.0,A32,A40,8978.0,A61,A75,1.0,A91,A101,4.0,A122,45.0,A143,A152,1.0,A174,1.0,A192,A201,2
A14,24.0,A34,A41,4042.0,A61,A71,1.843439501480548,A93,A101,1.476190304494186,A124,30.967288706318712,A143,A152,2.7021481128481515,A173,1.0,A191,A201,1
A12,12.0,A32,A41,1804.0,A61,A72,1.4273320492574957,A93,A101,4.0,A121,44.0,A143,A152,1.0,A173,1.903795993607992,A191,A201,1
A14,36.0,A32,A48,5711.0,A61,A71,4.0,A92,A101,3.250398887866611,A123,74.67230608335674,<nil>,A152,2.0,A173,1.8769340832199013,A192,A201,1
A11,24.0,A32,A40,915.0,A61,A75,4.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,<nil>,A201,2
A14,6.0,A32,A40,672.0,A61,A74,1.0,A91,A101,4.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,<nil>,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,9.0,A32,A49,5976.512666860162,A61,A72,3.467953974459398,A93,A101,4.0,<nil>,22.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,37.6043323885755,<nil>,A41,2779.0,<nil>,A73,1.0,A94,A101,1.0440326663576212,A123,21.0,A143,A152,1.8545879224199355,A173,1.0,A192,A201,1
A11,12.0,A32,A42,652.0,A61,A75,4.0,A92,A101,4.0,<nil>,24.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A12,12.0,A32,A42,1922.0,A61,A73,4.0,A93,A101,2.0,A122,37.0,A143,A152,1.0,A173,1.0,A191,A201,2
A13,12.0,A30,A44,1480.0,A61,A71,2.0,A93,A101,4.0,A124,66.0,A143,A152,1.6067978457647196,A173,1.0,A191,A201,1
A11,11.0,A34,A40,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A152,2.0,<nil>,2.0,A191,A201,2
A12,31.49978285510893,A34,A40,1537.0,A61,A72,1.849821009506443,A93,A101,1.8817840136864816,<nil>,50.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,12.0,A32,A43,674.0,A61,A74,4.0,A94,A101,1.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,6.0,A32,A410,1361.0,A61,A71,3.285523956285956,A93,A101,4.0,A124,40.0,A143,A152,1.0,A173,1.3330608267342874,A191,A201,1
A12,12.0,A32,A43,1158.0,A61,A71,3.0,A91,<nil>,2.365063475140878,A123,26.0,A143,<nil>,2.288707169891403,A173,1.0,A191,A201,1
A12,30.949648888335823,A32,A49,2622.0,A61,A73,1.4270077673108847,A93,A101,2.5358057844992103,<nil>,34.0,A143,A152,3.160298008407642,A173,1.3698274540303246,A191,A201,1
A14,12.0,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,<nil>,39.0,A143,<nil>,1.0,A173,1.0,A191,A201,2
A11,24.0,A32,A42,3345.0,A61,A75,4.0,A93,A101,2.0,<nil>,39.0,A143,A152,1.0,<nil>,1.0,A192,A201,2
A14,12.0,A30,A410,3565.0,A61,A72,2.0,A93,A101,1.0,A122,24.868796126266112,A143,A152,2.0,A173,2.0,A191,A201,1
A14,12.0,A32,A42,1123.0,A61,A73,4.0,A92,A101,4.0,A123,29.0,A143,A152,1.0,A172,1.0,A191,A201,2
A14,15.0,A32,A42,2221.0,A61,A74,3.271579835469024,A93,A101,4.0,A123,20.0,A143,A152,1.961002608095304,A173,1.478760342965239,A191,<nil>,1
A14,36.0,A30,A49,7409.0,A61,A75,3.0,A93,A101,2.0,A122,37.0,A143,A152,3.4413157567595283,A173,1.0,A191,A201,1
A14,27.0,A32,A45,5190.0,A61,A75,1.7977264493687577,A94,A101,4.0,A124,48.0,A143,A152,3.2954678297142737,A173,1.474787248089911,A192,A201,1
A11,12.0,A32,A42,1620.0,A61,A73,2.0,A93,A101,1.3314785233723612,A124,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,36.100269723640686,A32,A41,2957.0,A61,A75,2.4288953361966725,A93,A101,4.0,A121,63.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,36.0,A34,A41,5842.0,A61,A75,2.0,A93,A101,2.0,A122,35.0,A143,A152,2.0,A174,2.0,A191,A201,2
A14,39.51561939282993,A34,A40,3485.0,A61,A72,2.0,A91,A101,2.35115176088635,A124,44.0,A143,<nil>,2.0,A173,1.7117107200159856,A191,A201,1
A11,10.0,A32,A40,2132.0,A61,A72,3.285495952367221,A92,A101,3.0,A123,68.66696457796664,A143,A152,1.2964235707127356,A173,1.9253401485952024,A191,A201,1
A11,12.0,A32,A43,1498.0,<nil>,A73,4.0,A92,A101,1.0,<nil>,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,16.0,A32,A40,2625.0,A61,A75,2.0,A93,A101,4.0,<nil>,43.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,10.0,A33,A40,1418.0,A61,A73,1.7441761872481107,A93,A101,2.0,A124,35.0,A143,A152,3.661928278725372,A172,1.0,A191,A201,1
A12,18.0,A32,A42,1924.0,A61,A72,4.0,A92,A101,3.0,A121,27.0,A143,A152,1.0,<nil>,1.0,A191,A201,2
A14,18.0,A34,A40,1817.0,A61,A73,4.0,A92,A101,3.2138084787965804,<nil>,28.0,A143,A152,2.9221767830089007,A173,1.0,A191,A201,1
A13,42.24022415871191,A34,A40,2247.0,A61,A73,2.0,<nil>,A101,2.0,A123,36.0,A143,A152,2.0,A173,1.6594122009426453,A192,A201,1
A14,18.0,A32,A43,1126.0,A61,A72,2.8414745785726248,A92,A101,3.703189345264493,<nil>,71.09618872491916,A143,A152,2.309719641734508,A173,1.7016819885603112,A191,A201,1
A14,6.0,A34,A40,5952.107914122859,A61,A73,1.0,A92,A101,1.0,A122,73.77601916310022,A143,A152,2.6707800239165125,<nil>,1.0,A192,A201,1
A14,24.0,A33,A49,2375.0,A61,A73,4.0,A93,A101,2.0,A123,44.0,A143,A152,2.0,A173,2.0,A191,A201,2
A14,18.0,A34,A42,2515.0,A61,A71,1.8586493421720367,<nil>,A101,1.4445323690431096,A121,43.0,A143,A152,3.546670294518372,A173,1.7668098578564158,A191,A201,1
A11,34.46970040399257,A32,A410,8471.0,A65,A73,3.9534659299842585,<nil>,A101,3.332481449674722,A123,52.05300129432327,A143,A152,3.299563623424386,A173,1.0,A192,A201,1
A14,15.0,A32,A41,9769.73810207167,A61,A75,2.0,A93,A101,3.411563399880972,A122,67.2051359247276,<nil>,A152,1.0,A173,1.4394003938843696,A192,A201,1
