Status of existing checking account,Duration,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate,personal status,Other debtors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits,Job,Number of people,Telephone,foreign worker,class
A12,37.63501186558141,A32,A43,5084.0,A61,A75,3.95357899569425,A92,A101,2.4626039649968408,A123,67.98090727459522,A142,A153,1.0,A172,1.8864388572401387,A191,A201,1
A14,12.0,A34,A43,797.0,A65,A75,4.0,A92,A101,3.0,A122,33.0,A141,A152,1.0,A172,2.0,A191,A201,2
A12,57.3027392438661,A32,A42,2030.0,A65,A74,2.0,A93,A101,1.0,A124,24.0,A143,A152,3.5949953605940523,A173,1.7525667617869292,A191,A201,1
A14,18.0,A34,A49,1098.0,A65,A71,2.836215348720259,A92,A101,4.0,A123,65.0,A141,A151,3.412614934473578,A172,1.0,A192,A201,1
A11,60.0,A32,A49,7297.0,A61,A75,4.0,A93,A102,4.0,A124,36.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,15.0,A33,A41,3594.0,A61,A72,2.3279314451804556,A94,A101,2.0,A124,74.19065156014258,A143,A152,2.0,A172,1.5439064957504476,A191,A202,1
A12,9.0,A34,A46,15880.646071414085,A61,A74,4.0,A92,A102,4.0,A123,67.0,A141,A152,2.0,A172,1.9900951945837706,A192,A201,1
A11,8.0,A34,A410,1164.0,A61,A75,3.0,A93,A101,4.0,A124,51.0,A141,A153,2.0,A174,2.0,A192,A201,2
A11,24.0,A33,A42,2828.0,A64,A73,2.5414781116228173,A91,A103,1.7582615690825834,A121,22.0,A142,A152,1.0,A173,1.0,A192,A201,1
A12,6.0,A34,A44,2063.0,A61,A72,2.6860667399006486,A92,A101,3.0,A123,30.0,A141,A151,1.0,A174,1.7327086156928497,A191,A201,1
A14,24.0,A32,A41,5433.0,A65,A71,2.0,A92,A101,4.0,A122,26.0,A143,A151,1.0,A174,1.0,A192,A201,1
A14,35.0766597310867,A34,A43,10686.197270568933,A65,A75,4.0,A91,A101,4.0,A124,36.0,A143,A153,2.0,A173,1.6683301025357582,A192,A201,1
A14,24.0,A34,A45,5507.0,A61,A75,1.1912977697256215,A93,A101,1.7680628699799341,A122,22.85198532283529,A141,A151,2.0,A173,1.0,A191,A201,1
A12,15.0,A32,A45,1308.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,15.0,A32,A44,874.0,A65,A72,2.3464762524198313,A94,A103,1.0,A121,24.0,A143,A151,1.0,A173,1.7629330531393976,A191,A201,1
A13,6.0,A34,A45,1343.0,A64,A75,1.0,A93,A101,4.0,A121,46.0,A142,A153,2.0,A173,2.0,A191,A202,1
A14,4.0,A34,A43,1503.0,A65,A71,2.0,A91,A101,1.0,A121,42.0,A141,A152,2.68819771893685,A172,1.5489460366409005,A192,A201,1
A11,24.0,A32,A40,4817.0,A61,A74,2.0,A93,A102,3.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,A201,2
A11,12.0,A32,A40,2579.0,A61,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A172,2.0,A191,A201,2
A14,9.0,A33,A40,10700.5693215179,A64,A72,3.979605638959586,A93,A103,3.7637996110933405,A121,50.6473115379096,A143,A151,2.6874821975499485,A173,2.0,A191,A201,1
A13,12.0,A32,A42,1424.0,A64,A75,1.6811708552536797,A92,A101,1.6895060829954245,A123,55.0,A142,A152,2.722047002918388,A172,1.0,A192,A202,1
A12,24.0,A34,A40,3878.0,A62,A72,4.0,A91,A101,2.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,8.0,A30,A49,907.0,A61,A73,3.0,A94,A101,2.0,A122,26.0,A143,A151,1.0,A173,1.6560247598518127,A191,A201,1
A11,24.0,A34,A40,2325.0,A62,A71,3.840205128713712,A93,A101,3.0,A123,32.0,A142,A153,1.0,A171,1.0,A191,A202,1
A12,26.695123543620074,A32,A410,5381.0,A65,A71,1.1849639676557882,A93,A101,1.5375082268309719,A121,40.0,A142,A153,1.7704021515491426,A171,1.0,A192,A202,1
A11,18.0,A34,A45,1190.0,A61,A71,2.0,A92,A101,4.0,A124,55.0,A143,A153,3.0,A171,2.0,A191,A201,2
A11,12.0,A34,A42,2246.0,A61,A75,3.0,A93,A101,3.0,A122,60.0,A143,A152,2.0,A173,1.0,A191,A201,2
A12,9.0,A32,A43,458.0,A61,A73,4.0,A93,A101,3.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,6.0,A34,A40,6761.0,A61,A74,1.0,A94,A103,1.3855818803427382,A124,45.0,A141,A151,3.397532043102437,A173,2.0,A192,A201,1
A14,9.0,A34,A46,1244.0,A65,A75,4.0,A92,A101,4.0,A122,41.0,A143,A153,2.0,A174,1.0,A191,A201,1
A11,14.0,A32,A40,8978.0,A61,A75,1.0,A91,A101,4.0,A122,45.0,A143,A152,1.0,A174,1.0,A192,A202,2
A14,24.0,A34,A41,4042.0,A64,A71,1.8434395014805476,A93,A101,1.476190304494186,A124,30.967288706318712,A142,A152,2.7021481128481515,A173,1.0,A191,A202,1
A12,12.0,A33,A41,1804.0,A62,A72,1.4273320492574955,A93,A102,4.0,A123,44.0,A143,A151,1.0,A172,1.9037959936079918,A191,A202,1
A14,36.0,A32,A48,5711.0,A64,A71,4.0,A92,A101,3.250398887866611,A123,74.67230608335674,A141,A152,2.0,A174,1.8769340832199015,A192,A202,1
A11,24.0,A32,A40,915.0,A65,A75,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,A201,2
A14,6.0,A31,A40,672.0,A62,A74,1.0,A91,A101,4.0,A121,54.0,A141,A153,1.0,A174,1.0,A192,A201,1
A11,24.0,A32,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,9.0,A32,A49,5976.512666860162,A62,A72,3.467953974459398,A92,A101,4.0,A123,22.0,A143,A153,1.0,A171,1.0,A191,A201,1
A12,37.6043323885755,A32,A41,2779.0,A63,A73,1.0,A94,A103,1.0440326663576212,A122,21.0,A142,A151,1.8545879224199355,A173,1.0,A192,A202,1
A11,12.0,A32,A42,652.0,A61,A75,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,A201,2
A12,12.0,A32,A42,1922.0,A61,A73,4.0,A93,A101,2.0,A122,37.0,A143,A152,1.0,A172,1.0,A191,A201,2
A13,12.0,A34,A44,1480.0,A62,A71,2.0,A93,A101,4.0,A124,66.0,A141,A153,1.6067978457647196,A173,1.0,A192,A202,1
A11,11.0,A34,A40,3905.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,A201,2
A12,31.499782855108926,A34,A40,1537.0,A64,A72,1.8498210095064427,A93,A103,1.8817840136864818,A121,50.0,A143,A151,2.0,A173,1.0,A192,A201,1
A11,12.0,A32,A43,674.0,A62,A74,4.0,A94,A101,1.0,A122,20.0,A143,A152,1.0,A173,1.0,A191,A201,2
A11,6.0,A34,A410,1361.0,A65,A71,3.285523956285956,A93,A101,4.0,A124,40.0,A142,A152,1.0,A173,1.3330608267342874,A191,A201,1
A12,12.0,A32,A43,1158.0,A62,A71,3.0,A91,A101,2.365063475140878,A123,26.0,A143,A152,2.288707169891403,A172,1.0,A192,A202,1
A12,30.949648888335826,A32,A49,2622.0,A65,A73,1.4270077673108847,A93,A101,2.5358057844992103,A123,34.0,A143,A152,3.160298008407642,A173,1.3698274540303246,A191,A201,1
A14,12.0,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,A201,2
A11,24.0,A32,A42,3345.0,A61,A75,4.0,A93,A101,2.0,A122,39.0,A143,A151,1.0,A174,1.0,A192,A201,2
A14,12.0,A30,A410,3565.0,A65,A72,2.0,A93,A101,1.0,A122,24.868796126266112,A142,A152,2.0,A172,2.0,A192,A202,1
A14,12.0,A32,A42,1123.0,A63,A73,4.0,A92,A101,4.0,A123,29.0,A143,A151,1.0,A172,1.0,A191,A201,2
A14,15.0,A32,A42,2221.0,A65,A74,3.2715798354690238,A93,A101,4.0,A123,20.0,A142,A153,1.9610026080953036,A173,1.478760342965239,A192,A202,1
A14,36.0,A30,A49,7409.0,A62,A75,3.0,A94,A101,2.0,A122,37.0,A142,A152,3.4413157567595283,A171,1.0,A191,A202,1
A14,27.0,A32,A45,5190.0,A63,A75,1.7977264493687577,A94,A103,4.0,A122,48.0,A142,A153,3.2954678297142737,A173,1.4747872480899107,A192,A201,1
A11,12.0,A32,A42,1620.0,A61,A73,2.0,A92,A102,1.3314785233723612,A124,30.0,A142,A153,1.0,A173,1.0,A191,A201,1
A11,36.100269723640686,A32,A41,2957.0,A63,A75,2.4288953361966725,A93,A101,4.0,A122,63.0,A141,A152,2.0,A172,1.0,A191,A202,1
A14,36.0,A34,A41,5842.0,A61,A75,2.0,A93,A101,2.0,A122,35.0,A143,A152,2.0,A173,2.0,A192,A201,2
A14,39.51561939282993,A34,A40,3485.0,A65,A72,2.0,A91,A101,2.35115176088635,A124,44.0,A143,A153,2.0,A172,1.7117107200159856,A191,A202,1
A11,10.0,A34,A40,2132.0,A63,A72,3.285495952367221,A92,A102,3.0,A123,68.66696457796664,A143,A153,1.2964235707127356,A174,1.9253401485952022,A191,A202,1
A11,12.0,A32,A43,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1.0,A191,A201,1
A11,16.0,A34,A40,2625.0,A61,A75,2.0,A93,A103,4.0,A122,43.0,A141,A151,1.0,A173,1.0,A192,A201,2
A14,10.0,A33,A40,1418.0,A62,A73,1.7441761872481107,A93,A101,2.0,A124,35.0,A143,A151,3.6619282787253717,A172,1.0,A191,A202,1
A12,18.0,A32,A42,1924.0,A65,A72,4.0,A92,A101,3.0,A121,27.0,A143,A151,1.0,A173,1.0,A191,A201,2
A14,18.0,A34,A40,1817.0,A61,A73,4.0,A92,A101,3.2138084787965804,A122,28.0,A143,A152,2.9221767830089007,A173,1.0,A192,A201,1
A13,42.24022415871191,A34,A40,2247.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A142,A151,2.0,A173,1.6594122009426453,A192,A201,1
A14,18.0,A32,A43,1126.0,A62,A72,2.8414745785726248,A92,A101,3.703189345264493,A121,71.09618872491916,A143,A151,2.3097196417345076,A173,1.7016819885603112,A191,A202,1
A14,6.0,A34,A40,5952.107914122859,A62,A73,1.0,A92,A103,1.0,A122,73.77601916310022,A141,A153,2.6707800239165125,A172,1.0,A192,A201,1
A14,24.0,A33,A49,2375.0,A63,A73,4.0,A93,A101,2.0,A123,44.0,A143,A152,2.0,A173,2.0,A192,A201,2
A14,18.0,A34,A42,2515.0,A61,A71,1.8586493421720367,A94,A101,1.4445323690431096,A121,43.0,A141,A152,3.5466702945183717,A173,1.7668098578564158,A191,A201,1
A11,34.46970040399257,A32,A410,8471.0,A65,A73,3.9534659299842585,A94,A101,3.332481449674722,A123,52.053001294323266,A143,A151,3.299563623424386,A174,1.0,A192,A202,1
A14,15.0,A32,A41,9769.73810207167,A63,A75,2.0,A93,A101,3.411563399880972,A122,67.2051359247276,A143,A152,1.0,A173,1.4394003938843696,A192,A202,1
